gRNA,Gene,Plasmid,Rep1,Rep2,Rep3
ACACA_CCDS11317.1_ex40_17:35608949-35608972:+_5-5,ACACA,578,209,100,93
ACAD8_CCDS8498.1_ex0_11:134123591-134123614:-_5-1,ACAD8,793,463,291,465
ACAD8_CCDS8498.1_ex2_11:134127012-134127035:+_5-2,ACAD8,477,733,480,574
ACAD8_CCDS8498.1_ex3_11:134128416-134128439:-_5-3,ACAD8,278,480,145,274
ACAD8_CCDS8498.1_ex3_11:134128465-134128488:-_5-4,ACAD8,1,0,36,0
ACAD8_CCDS8498.1_ex5_11:134129537-134129560:+_5-5,ACAD8,505,533,466,572
ACAD9_CCDS3053.1_ex0_3:128598636-128598659:-_5-1,ACAD9,267,399,184,341
ACAD9_CCDS3053.1_ex1_3:128603545-128603568:+_5-2,ACAD9,700,1316,854,661
ACAD9_CCDS3053.1_ex2_3:128612398-128612421:+_5-3,ACAD9,296,128,249,124
ACAD9_CCDS3053.1_ex4_3:128615319-128615342:+_5-4,ACAD9,668,819,505,576
ACAD9_CCDS3053.1_ex5_3:128616476-128616499:+_5-5,ACAD9,408,639,911,615
ACADL_CCDS2389.1_ex6_2:211074937-211074960:-_5-1,ACADL,79,132,25,58
ACADL_CCDS2389.1_ex7_2:211081079-211081102:-_5-2,ACADL,429,628,879,762
ACADL_CCDS2389.1_ex7_2:211081160-211081183:-_5-3,ACADL,25,15,7,15
ACADL_CCDS2389.1_ex8_2:211082690-211082713:+_5-4,ACADL,296,707,316,837
ACADL_CCDS2389.1_ex8_2:211082722-211082745:-_5-5,ACADL,417,597,423,455
ACADS_CCDS9207.1_ex1_12:121164944-121164967:-_5-1,ACADS,509,700,748,618
ACADS_CCDS9207.1_ex2_12:121174853-121174876:-_5-2,ACADS,281,330,213,639
ACADS_CCDS9207.1_ex2_12:121174909-121174932:-_5-3,ACADS,832,738,560,758
ACADS_CCDS9207.1_ex4_12:121175681-121175704:-_5-4,ACADS,878,1177,898,1257
ACADS_CCDS9207.1_ex4_12:121175748-121175771:+_5-5,ACADS,797,1708,924,2040
ACADSB_CCDS7634.1_ex2_10:124797287-124797310:+_5-1,ACADSB,328,636,316,451
ACADSB_CCDS7634.1_ex2_10:124797339-124797362:+_5-2,ACADSB,4,0,0,0
ACADSB_CCDS7634.1_ex3_10:124800034-124800057:+_5-3,ACADSB,479,782,625,350
ACADSB_CCDS7634.1_ex5_10:124802585-124802608:+_5-4,ACADSB,95,132,8,15
ACADSB_CCDS7634.1_ex5_10:124802658-124802681:-_5-5,ACADSB,308,399,365,119
ACADVL_CCDS11090.1_ex1_17:7123483-7123506:+_5-1,ACADVL,662,719,391,586
ACADVL_CCDS11090.1_ex3_17:7123982-7124005:-_5-2,ACADVL,379,650,381,481
ACADVL_CCDS11090.1_ex4_17:7124128-7124151:-_5-3,ACADVL,297,245,226,288
ACADVL_CCDS11090.1_ex6_17:7124852-7124875:-_5-4,ACADVL,487,629,572,681
ACADVL_CCDS11090.1_ex7_17:7125290-7125313:+_5-5,ACADVL,338,584,379,338
ACAN_CCDS53970.1_ex3_15:89385066-89385089:+_5-1,ACAN,906,836,908,1051
ACAN_CCDS53970.1_ex4_15:89386844-89386867:-_5-2,ACAN,583,451,511,464
ACAN_CCDS53970.1_ex6_15:89390543-89390566:-_5-3,ACAN,677,640,439,480
ACAN_CCDS53970.1_ex6_15:89390636-89390659:-_5-4,ACAN,762,923,632,902
ACAN_CCDS53970.1_ex8_15:89392877-89392900:-_5-5,ACAN,674,515,653,399
ACAP1_CCDS11101.1_ex2_17:7245322-7245345:-_5-1,ACAP1,399,355,467,427
ACAP1_CCDS11101.1_ex2_17:7245375-7245398:-_5-2,ACAP1,644,1214,965,804
ACAP1_CCDS11101.1_ex5_17:7246719-7246742:+_5-3,ACAP1,634,988,883,871
ACAP1_CCDS11101.1_ex5_17:7246824-7246847:+_5-4,ACAP1,639,574,720,623
ACAP1_CCDS11101.1_ex5_17:7246850-7246873:-_5-5,ACAP1,799,992,529,971
ACAP2_CCDS33924.1_ex10_3:195027260-195027283:+_5-1,ACAP2,34,175,63,25
ACAP2_CCDS33924.1_ex10_3:195027304-195027327:-_5-2,ACAP2,643,636,492,404
ACAP2_CCDS33924.1_ex11_3:195028036-195028059:-_5-3,ACAP2,250,218,323,208
ACAP2_CCDS33924.1_ex20_3:195102645-195102668:+_5-4,ACAP2,142,399,77,167
ACAP2_CCDS33924.1_ex20_3:195102716-195102739:-_5-5,ACAP2,53,29,73,19
ACAT1_CCDS8339.1_ex2_11:108004577-108004600:-_5-1,ACAT1,51,145,64,47
ACAT1_CCDS8339.1_ex4_11:108005873-108005896:-_5-2,ACAT1,42,22,47,44
ACAT1_CCDS8339.1_ex4_11:108005947-108005970:+_5-3,ACAT1,366,517,259,379
ACAT1_CCDS8339.1_ex5_11:108009658-108009681:-_5-4,ACAT1,6,1,4,1
ACAT1_CCDS8339.1_ex6_11:108010823-108010846:+_5-5,ACAT1,74,105,0,20
ACAT2_CCDS5268.1_ex2_6:160188149-160188172:+_5-1,ACAT2,353,802,416,621
ACAT2_CCDS5268.1_ex3_6:160189643-160189666:+_5-2,ACAT2,24,0,1,13
ACAT2_CCDS5268.1_ex4_6:160196223-160196246:+_5-3,ACAT2,90,124,158,74
ACAT2_CCDS5268.1_ex4_6:160196298-160196321:-_5-4,ACAT2,21,12,41,5
ACAT2_CCDS5268.1_ex4_6:160196320-160196343:-_5-5,ACAT2,97,150,26,135
ACBD5_CCDS44368.1_ex4_10:27499981-27500004:-_5-1,ACBD5,350,509,306,451
ACBD5_CCDS44368.1_ex6_10:27506944-27506967:-_5-2,ACBD5,140,169,123,120
ACBD5_CCDS44368.1_ex6_10:27506985-27507008:-_5-3,ACBD5,417,429,735,474
ACBD5_CCDS44368.1_ex8_10:27512265-27512288:-_5-4,ACBD5,192,304,96,316
ACBD5_CCDS44368.1_ex10_10:27524084-27524107:-_5-5,ACBD5,15,14,0,0
ACBD6_CCDS1339.1_ex5_1:180461412-180461435:-_5-1,ACBD6,122,102,180,187
ACBD6_CCDS1339.1_ex5_1:180461490-180461513:-_5-2,ACBD6,275,393,292,434
ACBD6_CCDS1339.1_ex7_1:180471178-180471201:-_5-3,ACBD6,173,378,58,192
ACBD6_CCDS1339.1_ex7_1:180471214-180471237:-_5-4,ACBD6,666,1395,728,834
ACBD6_CCDS1339.1_ex7_1:180471289-180471312:-_5-5,ACBD6,818,2043,1578,1420
ACCS_CCDS7907.1_ex0_11:44089251-44089274:+_5-1,ACCS,491,539,822,802
ACCS_CCDS7907.1_ex0_11:44089428-44089451:-_5-2,ACCS,217,242,359,380
ACCS_CCDS7907.1_ex2_11:44094998-44095021:+_5-3,ACCS,273,431,267,337
ACCS_CCDS7907.1_ex5_11:44098846-44098869:-_5-4,ACCS,202,342,173,511
ACCS_CCDS7907.1_ex7_11:44100275-44100298:-_5-5,ACCS,258,519,281,484
ACE2_CCDS14169.1_ex10_X:15599403-15599426:-_5-1,ACE2,681,897,692,1276
ACE2_CCDS14169.1_ex11_X:15603596-15603619:-_5-2,ACE2,492,924,691,441
ACE2_CCDS14169.1_ex12_X:15605898-15605921:-_5-3,ACE2,73,15,216,72
ACE2_CCDS14169.1_ex13_X:15607486-15607509:+_5-4,ACE2,626,1219,1000,1407
ACE2_CCDS14169.1_ex15_X:15610401-15610424:-_5-5,ACE2,324,447,590,366
ACER2_CCDS34992.1_ex0_9:19409173-19409196:+_5-1,ACER2,422,571,483,499
ACER2_CCDS34992.1_ex2_9:19424724-19424747:-_5-2,ACER2,39,82,20,3
ACER2_CCDS34992.1_ex3_9:19434941-19434964:+_5-3,ACER2,252,238,146,42
ACER2_CCDS34992.1_ex3_9:19434971-19434994:-_5-4,ACER2,555,744,1020,615
ACER2_CCDS34992.1_ex3_9:19435060-19435083:+_5-5,ACER2,197,353,363,197
ACHE_CCDS5709.1_ex3_7:100491172-100491195:+_5-1,ACHE,629,394,552,457
ACHE_CCDS5709.1_ex3_7:100491356-100491379:-_5-2,ACHE,642,884,738,770
ACHE_CCDS5709.1_ex3_7:100491450-100491473:+_5-3,ACHE,393,321,620,248
ACHE_CCDS5709.1_ex3_7:100491607-100491630:+_5-4,ACHE,218,129,64,189
ACHE_CCDS5709.1_ex3_7:100491681-100491704:-_5-5,ACHE,3,0,0,0
ACIN1_CCDS53887.1_ex7_14:23533312-23533335:-_5-1,ACIN1,555,146,227,181
ACIN1_CCDS53887.1_ex7_14:23533356-23533379:-_5-2,ACIN1,379,144,140,205
ACIN1_CCDS53887.1_ex8_14:23533625-23533648:-_5-3,ACIN1,452,176,219,314
ACIN1_CCDS53887.1_ex10_14:23538701-23538724:+_5-4,ACIN1,485,414,420,288
ACIN1_CCDS53887.1_ex10_14:23538716-23538739:-_5-5,ACIN1,321,54,154,144
ACKR2_CCDS2706.1_ex0_3:42906140-42906163:-_5-1,ACKR2,24,78,8,47
ACKR2_CCDS2706.1_ex0_3:42906173-42906196:-_5-2,ACKR2,427,960,912,557
ACKR2_CCDS2706.1_ex0_3:42906482-42906505:-_5-3,ACKR2,369,680,392,323
ACKR2_CCDS2706.1_ex0_3:42906543-42906566:+_5-4,ACKR2,78,126,25,38
ACKR2_CCDS2706.1_ex0_3:42906580-42906603:+_5-5,ACKR2,768,909,1488,1038
ACLY_CCDS11412.1_ex17_17:40054877-40054900:+_5-1,ACLY,1494,1219,1049,1257
ACLY_CCDS11412.1_ex20_17:40061873-40061896:-_5-2,ACLY,256,191,28,109
ACLY_CCDS11412.1_ex22_17:40063697-40063720:+_5-3,ACLY,1003,363,338,579
ACLY_CCDS11412.1_ex24_17:40065902-40065925:+_5-4,ACLY,490,152,92,81
ACLY_CCDS11412.1_ex26_17:40068754-40068777:-_5-5,ACLY,554,226,359,275
ACMSD_CCDS2173.2_ex3_2:135619559-135619582:-_5-1,ACMSD,316,513,600,403
ACMSD_CCDS2173.2_ex4_2:135621016-135621039:-_5-2,ACMSD,337,304,244,343
ACMSD_CCDS2173.2_ex4_2:135621123-135621146:+_5-3,ACMSD,332,367,330,312
ACMSD_CCDS2173.2_ex4_2:135621143-135621166:+_5-4,ACMSD,550,1062,786,1215
ACMSD_CCDS2173.2_ex4_2:135621158-135621181:+_5-5,ACMSD,458,471,517,911
ACOT11_CCDS592.1_ex1_1:55050394-55050417:-_5-1,ACOT11,901,872,903,1184
ACOT11_CCDS592.1_ex1_1:55050518-55050541:+_5-2,ACOT11,569,964,771,1108
ACOT11_CCDS592.1_ex3_1:55058244-55058267:-_5-3,ACOT11,311,483,631,509
ACOT11_CCDS592.1_ex7_1:55064986-55065009:-_5-4,ACOT11,430,518,380,430
ACOT11_CCDS592.1_ex7_1:55065030-55065053:-_5-5,ACOT11,446,584,487,519
ACOT2_CCDS9816.1_ex0_14:74036024-74036047:-_4-1,ACOT2,485,469,611,366
ACOT2_CCDS9816.1_ex0_14:74036057-74036080:+_4-2,ACOT2,627,605,828,431
ACOT2_CCDS9816.1_ex0_14:74036181-74036204:-_4-3,ACOT2,440,371,215,385
ACOT2_CCDS9816.1_ex0_14:74036492-74036515:-_4-4,ACOT2,1077,802,749,1128
ACOT4_CCDS9817.1_ex0_14:74059064-74059087:+_5-1,ACOT4,604,1085,947,851
ACOT4_CCDS9817.1_ex2_14:74061737-74061760:+_5-2,ACOT4,26,2,17,1
ACOT4_CCDS9817.1_ex2_14:74061840-74061863:-_5-3,ACOT4,327,238,384,412
ACOT4_CCDS9817.1_ex2_14:74061882-74061905:-_5-4,ACOT4,106,171,45,114
ACOT4_CCDS9817.1_ex2_14:74061957-74061980:+_5-5,ACOT4,164,128,220,224
ACOT6_CCDS32118.1_ex1_14:74086059-74086082:+_5-1,ACOT6,108,142,294,176
ACOT6_CCDS32118.1_ex1_14:74086117-74086140:+_5-2,ACOT6,31,122,1,4
ACOT6_CCDS32118.1_ex1_14:74086155-74086178:+_5-3,ACOT6,406,595,806,470
ACOT6_CCDS32118.1_ex1_14:74086200-74086223:+_5-4,ACOT6,516,350,314,394
ACOT6_CCDS32118.1_ex1_14:74086241-74086264:+_5-5,ACOT6,263,336,326,169
ACOT8_CCDS13378.1_ex3_20:44477086-44477109:+_5-1,ACOT8,189,165,615,229
ACOT8_CCDS13378.1_ex3_20:44477223-44477246:-_5-2,ACOT8,405,765,642,462
ACOT8_CCDS13378.1_ex3_20:44477265-44477288:-_5-3,ACOT8,250,495,438,245
ACOT8_CCDS13378.1_ex4_20:44483800-44483823:+_5-4,ACOT8,557,705,653,358
ACOT8_CCDS13378.1_ex4_20:44483872-44483895:-_5-5,ACOT8,775,1440,1038,1654
ACOX2_CCDS33775.1_ex7_3:58516215-58516238:+_5-1,ACOX2,379,383,468,222
ACOX2_CCDS33775.1_ex7_3:58516326-58516349:+_5-2,ACOX2,642,654,538,360
ACOX2_CCDS33775.1_ex8_3:58517004-58517027:-_5-3,ACOX2,629,805,858,778
ACOX2_CCDS33775.1_ex12_3:58520126-58520149:-_5-4,ACOX2,780,1428,787,705
ACOX2_CCDS33775.1_ex12_3:58520160-58520183:-_5-5,ACOX2,283,367,254,239
ACOX3_CCDS3401.1_ex9_4:8398837-8398860:-_5-1,ACOX3,655,1169,803,1182
ACOX3_CCDS3401.1_ex11_4:8407688-8407711:-_5-2,ACOX3,537,775,555,587
ACOX3_CCDS3401.1_ex13_4:8416053-8416076:+_5-3,ACOX3,628,1209,1047,1083
ACOX3_CCDS3401.1_ex15_4:8417618-8417641:-_5-4,ACOX3,398,519,681,518
ACOX3_CCDS3401.1_ex16_4:8418091-8418114:+_5-5,ACOX3,239,279,285,495
ACP1_CCDS1639.1_ex1_2:271916-271939:-_11-1,ACP1,122,155,210,14
ACP1_CCDS1639.1_ex2_2:272054-272077:+_11-2,ACP1,425,846,554,314
ACP1_CCDS1639.1_ex2_2:272076-272099:+_11-3,ACP1,629,1147,1178,1002
ACP1_CCDS1639.1_ex2_2:272092-272115:-_11-4,ACP1,833,1055,1152,1528
ACP1_CCDS1639.1_ex2_2:272124-272147:+_11-5,ACP1,515,836,537,912
ACP1_CCDS1639.1_ex2_2:272142-272165:-_11-6,ACP1,329,173,255,287
ACP1_CCDS1640.1_ex2_2:272209-272232:+_11-7,ACP1,558,558,633,422
ACP1_CCDS1640.1_ex2_2:272254-272277:+_11-8,ACP1,214,91,358,407
ACP1_CCDS1640.1_ex2_2:272289-272312:-_11-9,ACP1,265,281,249,480
ACP1_CCDS1639.1_ex3_2:275162-275185:+_11-10,ACP1,0,0,0,0
ACP1_CCDS1639.1_ex3_2:275179-275202:+_11-11,ACP1,113,114,71,67
ACP5_CCDS12265.1_ex2_19:11687540-11687563:+_5-1,ACP5,115,77,43,59
ACP5_CCDS12265.1_ex2_19:11687589-11687612:+_5-2,ACP5,510,464,379,560
ACP5_CCDS12265.1_ex2_19:11687607-11687630:-_5-3,ACP5,653,1270,898,645
ACP5_CCDS12265.1_ex2_19:11687631-11687654:+_5-4,ACP5,134,172,114,62
ACP5_CCDS12265.1_ex3_19:11687990-11688013:+_5-5,ACP5,1389,2215,1663,2153
ACPP_CCDS3073.1_ex1_3:132047101-132047124:+_5-1,ACPP,415,619,327,329
ACPP_CCDS3073.1_ex1_3:132047171-132047194:-_5-2,ACPP,803,1219,1320,1340
ACPP_CCDS3073.1_ex2_3:132050496-132050519:+_5-3,ACPP,232,251,263,339
ACPP_CCDS3073.1_ex4_3:132056325-132056348:-_5-4,ACPP,236,291,566,309
ACPP_CCDS3073.1_ex5_3:132061418-132061441:+_5-5,ACPP,467,368,340,326
ACPT_CCDS12802.1_ex2_19:51294085-51294108:-_5-1,ACPT,425,437,248,349
ACPT_CCDS12802.1_ex3_19:51294926-51294949:+_5-2,ACPT,722,777,632,977
ACPT_CCDS12802.1_ex3_19:51294965-51294988:-_5-3,ACPT,479,938,1069,810
ACPT_CCDS12802.1_ex4_19:51295341-51295364:-_5-4,ACPT,621,834,860,698
ACPT_CCDS12802.1_ex5_19:51295518-51295541:+_5-5,ACPT,937,565,611,1071
ACRBP_CCDS8554.1_ex5_12:6753416-6753439:+_5-1,ACRBP,846,890,903,1171
ACRBP_CCDS8554.1_ex7_12:6755671-6755694:+_5-2,ACRBP,298,513,67,182
ACRBP_CCDS8554.1_ex8_12:6755956-6755979:+_5-3,ACRBP,713,1171,908,1001
ACRBP_CCDS8554.1_ex8_12:6756005-6756028:+_5-4,ACRBP,729,841,1438,987
ACRBP_CCDS8554.1_ex8_12:6756023-6756046:+_5-5,ACRBP,381,417,370,202
ACSBG1_CCDS10298.1_ex6_15:78474359-78474382:-_5-1,ACSBG1,516,511,298,282
ACSBG1_CCDS10298.1_ex8_15:78475037-78475060:+_5-2,ACSBG1,488,837,804,772
ACSBG1_CCDS10298.1_ex9_15:78485904-78485927:+_5-3,ACSBG1,407,232,191,405
ACSBG1_CCDS10298.1_ex11_15:78486966-78486989:-_5-4,ACSBG1,381,442,396,643
ACSBG1_CCDS10298.1_ex11_15:78487033-78487056:-_5-5,ACSBG1,550,526,323,462
ACSF3_CCDS10974.1_ex0_16:89167261-89167284:-_5-1,ACSF3,677,900,1002,1116
ACSF3_CCDS10974.1_ex0_16:89167283-89167306:-_5-2,ACSF3,607,913,653,816
ACSF3_CCDS10974.1_ex0_16:89167397-89167420:+_5-3,ACSF3,690,993,974,1030
ACSF3_CCDS10974.1_ex0_16:89167421-89167444:-_5-4,ACSF3,1438,2001,2195,2845
ACSF3_CCDS10974.1_ex2_16:89178512-89178535:+_5-5,ACSF3,395,455,511,291
ACSL6_CCDS34228.1_ex12_5:131321098-131321121:-_5-1,ACSL6,547,306,305,364
ACSL6_CCDS34228.1_ex15_5:131324506-131324529:+_5-2,ACSL6,368,685,460,412
ACSL6_CCDS34228.1_ex15_5:131324540-131324563:+_5-3,ACSL6,485,402,525,621
ACSL6_CCDS34228.1_ex18_5:131326584-131326607:+_5-4,ACSL6,361,722,701,535
ACSL6_CCDS34228.1_ex18_5:131326622-131326645:-_5-5,ACSL6,723,1001,792,1031
ACSM2B_CCDS10586.1_ex6_16:20559471-20559494:-_5-1,ACSM2B,800,897,730,513
ACSM2B_CCDS10586.1_ex9_16:20565123-20565146:-_5-2,ACSM2B,585,855,583,594
ACSM2B_CCDS10586.1_ex9_16:20565170-20565193:-_5-3,ACSM2B,377,914,422,558
ACSM2B_CCDS10586.1_ex12_16:20576034-20576057:+_5-5,ACSM2B,886,1233,1628,1174
ACSM4_CCDS44825.1_ex0_12:7457042-7457065:+_5-1,ACSM4,293,165,312,305
ACSM4_CCDS44825.1_ex1_12:7459317-7459340:+_5-2,ACSM4,215,112,49,297
ACSM4_CCDS44825.1_ex2_12:7463237-7463260:-_5-3,ACSM4,761,1131,980,1230
ACSM4_CCDS44825.1_ex2_12:7463270-7463293:+_5-4,ACSM4,67,57,50,216
ACSM4_CCDS44825.1_ex3_12:7469854-7469877:+_5-5,ACSM4,124,166,75,62
ACSM5_CCDS10585.1_ex2_16:20430545-20430568:-_5-1,ACSM5,651,886,816,870
ACSM5_CCDS10585.1_ex2_16:20430751-20430774:-_5-2,ACSM5,479,763,588,862
ACSM5_CCDS10585.1_ex3_16:20432639-20432662:+_5-3,ACSM5,382,476,255,453
ACSM5_CCDS10585.1_ex3_16:20432713-20432736:-_5-4,ACSM5,1274,1329,982,1157
ACSM5_CCDS10585.1_ex4_16:20435268-20435291:+_5-5,ACSM5,321,417,435,464
ACTA1_CCDS1578.1_ex3_1:229568058-229568081:+_5-1,ACTA1,421,474,393,280
ACTA1_CCDS1578.1_ex3_1:229568166-229568189:-_5-2,ACTA1,613,832,1078,1092
ACTA1_CCDS1578.1_ex4_1:229568297-229568320:+_5-3,ACTA1,574,1106,873,677
ACTA1_CCDS1578.1_ex5_1:229568755-229568778:+_5-4,ACTA1,522,896,968,824
ACTA1_CCDS1578.1_ex5_1:229568772-229568795:-_5-5,ACTA1,800,1394,1101,1296
ACTA2_CCDS7392.1_ex3_10:90700977-90701000:+_5-1,ACTA2,290,589,478,641
ACTA2_CCDS7392.1_ex4_10:90701536-90701559:+_5-2,ACTA2,916,1744,946,1127
ACTA2_CCDS7392.1_ex4_10:90701574-90701597:-_5-3,ACTA2,429,587,362,566
ACTA2_CCDS7392.1_ex5_10:90703658-90703681:-_5-4,ACTA2,437,848,914,340
ACTA2_CCDS7392.1_ex7_10:90708561-90708584:+_5-5,ACTA2,299,303,244,499
ACTB_CCDS5341.1_ex2_7:5568239-5568262:-_5-1,ACTB,553,502,254,707
ACTB_CCDS5341.1_ex3_7:5568790-5568813:-_5-3,ACTB,216,368,121,82
ACTB_CCDS5341.1_ex3_7:5569017-5569040:-_5-4,ACTB,509,265,215,353
ACTB_CCDS5341.1_ex4_7:5569171-5569194:+_5-5,ACTB,496,125,228,331
ACTG1_CCDS11782.1_ex2_17:79478503-79478526:+_5-1,ACTG1,107,15,1,64
ACTG1_CCDS11782.1_ex2_17:79478571-79478594:+_5-2,ACTG1,353,251,89,184
ACTG1_CCDS11782.1_ex3_17:79478996-79479019:-_5-3,ACTG1,690,729,363,501
ACTG1_CCDS11782.1_ex3_17:79479158-79479181:-_5-4,ACTG1,855,752,434,851
ACTG1_CCDS11782.1_ex4_17:79479272-79479295:-_5-5,ACTG1,489,385,340,127
ACTL10_CCDS33463.1_ex0_20:32255394-32255417:+_5-1,ACTL10,427,470,547,533
ACTL10_CCDS33463.1_ex0_20:32255451-32255474:+_5-2,ACTL10,922,1625,1478,1897
ACTL10_CCDS33463.1_ex0_20:32255491-32255514:+_5-3,ACTL10,908,1228,1533,1194
ACTL10_CCDS33463.1_ex0_20:32255605-32255628:+_5-4,ACTL10,637,1150,913,883
ACTL10_CCDS33463.1_ex0_20:32255758-32255781:+_5-5,ACTL10,598,829,743,937
ACTL6B_CCDS5702.1_ex7_7:100246234-100246257:-_5-1,ACTL6B,824,1351,569,789
ACTL6B_CCDS5702.1_ex8_7:100246350-100246373:-_5-2,ACTL6B,780,1241,1099,1140
ACTL6B_CCDS5702.1_ex8_7:100246430-100246453:-_5-3,ACTL6B,430,367,334,546
ACTL6B_CCDS5702.1_ex10_7:100252724-100252747:+_5-4,ACTL6B,678,1292,1465,867
ACTL6B_CCDS5702.1_ex11_7:100253073-100253096:-_5-5,ACTL6B,617,944,457,988
ACTL8_CCDS183.1_ex0_1:18149598-18149621:+_5-1,ACTL8,589,1156,913,762
ACTL8_CCDS183.1_ex0_1:18149631-18149654:-_5-2,ACTL8,395,549,548,916
ACTL8_CCDS183.1_ex0_1:18149689-18149712:+_5-3,ACTL8,570,644,474,394
ACTL8_CCDS183.1_ex0_1:18149791-18149814:-_5-4,ACTL8,372,521,210,162
ACTL8_CCDS183.1_ex1_1:18152415-18152438:-_5-5,ACTL8,996,1193,1612,1410
ACTL9_CCDS12207.1_ex0_19:8808473-8808496:-_5-1,ACTL9,621,835,216,1106
ACTL9_CCDS12207.1_ex0_19:8808508-8808531:+_5-2,ACTL9,672,934,1302,1066
ACTL9_CCDS12207.1_ex0_19:8808690-8808713:+_5-3,ACTL9,811,1084,759,732
ACTL9_CCDS12207.1_ex0_19:8808750-8808773:-_5-4,ACTL9,842,1015,1281,1105
ACTL9_CCDS12207.1_ex0_19:8808897-8808920:-_5-5,ACTL9,652,1102,796,730
ACTN1_CCDS45129.1_ex9_14:69352260-69352283:+_5-1,ACTN1,603,538,512,537
ACTN1_CCDS45129.1_ex13_14:69369255-69369278:-_5-2,ACTN1,814,808,1085,877
ACTN1_CCDS45129.1_ex14_14:69371424-69371447:+_5-3,ACTN1,268,240,137,260
ACTN1_CCDS45129.1_ex15_14:69376044-69376067:+_5-4,ACTN1,0,0,0,0
ACTN1_CCDS45129.1_ex18_14:69387714-69387737:+_5-5,ACTN1,1138,1418,1116,1183
ACTN2_CCDS1613.1_ex1_1:236881167-236881190:-_5-1,ACTN2,130,218,114,421
ACTN2_CCDS1613.1_ex2_1:236882196-236882219:+_5-2,ACTN2,365,571,507,686
ACTN2_CCDS1613.1_ex5_1:236891034-236891057:+_5-3,ACTN2,120,165,103,138
ACTN2_CCDS1613.1_ex9_1:236902693-236902716:-_5-4,ACTN2,430,321,511,500
ACTN2_CCDS1613.1_ex10_1:236906313-236906336:+_5-5,ACTN2,437,741,633,668
ACTN4_CCDS12518.1_ex4_19:39196731-39196754:-_5-1,ACTN4,80,45,21,33
ACTN4_CCDS12518.1_ex5_19:39198802-39198825:-_5-2,ACTN4,468,652,391,441
ACTN4_CCDS12518.1_ex6_19:39200040-39200063:-_5-3,ACTN4,604,658,335,538
ACTN4_CCDS12518.1_ex7_19:39200906-39200929:+_5-4,ACTN4,319,462,425,178
ACTN4_CCDS12518.1_ex8_19:39205106-39205129:+_5-5,ACTN4,586,848,622,377
ACTR5_CCDS13308.1_ex0_20:37377232-37377255:+_5-1,ACTR5,1100,889,739,1524
ACTR5_CCDS13308.1_ex0_20:37377410-37377433:-_5-2,ACTR5,383,804,397,657
ACTR5_CCDS13308.1_ex1_20:37378745-37378768:+_5-3,ACTR5,403,359,464,364
ACTR5_CCDS13308.1_ex1_20:37378803-37378826:+_5-4,ACTR5,491,687,362,355
ACTR5_CCDS13308.1_ex2_20:37380921-37380944:+_5-5,ACTR5,354,289,317,467
ACTR6_CCDS9074.1_ex1_12:100598799-100598822:-_5-1,ACTR6,111,2,9,20
ACTR6_CCDS9074.1_ex3_12:100601476-100601499:-_5-2,ACTR6,7,0,0,0
ACTR6_CCDS9074.1_ex4_12:100603850-100603873:+_5-3,ACTR6,474,40,6,23
ACTR6_CCDS9074.1_ex5_12:100604090-100604113:+_5-4,ACTR6,12,0,0,0
ACTR6_CCDS9074.1_ex7_12:100606270-100606293:-_5-5,ACTR6,43,0,0,0
ACTRT1_CCDS14611.1_ex0_X:127185631-127185654:-_5-1,ACTRT1,661,1022,650,841
ACTRT1_CCDS14611.1_ex0_X:127185755-127185778:+_5-2,ACTRT1,335,358,292,431
ACTRT1_CCDS14611.1_ex0_X:127185850-127185873:+_5-3,ACTRT1,255,496,420,193
ACTRT1_CCDS14611.1_ex0_X:127185947-127185970:+_5-4,ACTRT1,532,725,728,675
ACTRT1_CCDS14611.1_ex0_X:127186024-127186047:+_5-5,ACTRT1,78,179,105,44
ACVR2A_CCDS33301.1_ex3_2:148657374-148657397:-_5-1,ACVR2A,50,181,26,74
ACVR2A_CCDS33301.1_ex4_2:148672783-148672806:-_5-2,ACVR2A,22,2,0,32
ACVR2A_CCDS33301.1_ex4_2:148672856-148672879:-_5-3,ACVR2A,55,29,73,33
ACVR2A_CCDS33301.1_ex6_2:148676082-148676105:-_5-4,ACVR2A,0,0,0,0
ACVR2A_CCDS33301.1_ex6_2:148676102-148676125:+_5-5,ACVR2A,3,0,0,0
ACVR2B_CCDS2679.1_ex1_3:38518811-38518834:+_5-1,ACVR2B,423,251,199,676
ACVR2B_CCDS2679.1_ex1_3:38518930-38518953:-_5-2,ACVR2B,562,497,489,207
ACVR2B_CCDS2679.1_ex1_3:38518963-38518986:+_5-3,ACVR2B,527,872,427,549
ACVR2B_CCDS2679.1_ex3_3:38519627-38519650:-_5-4,ACVR2B,579,517,471,749
ACVR2B_CCDS2679.1_ex3_3:38519727-38519750:-_5-5,ACVR2B,269,364,555,363
ACYP1_CCDS9838.1_ex0_14:75520237-75520260:-_5-1,ACYP1,157,330,120,233
ACYP1_CCDS9838.1_ex0_14:75520254-75520277:+_5-2,ACYP1,405,594,740,710
ACYP1_CCDS9838.1_ex0_14:75520271-75520294:-_5-3,ACYP1,283,481,317,449
ACYP1_CCDS9838.1_ex0_14:75520337-75520360:-_5-4,ACYP1,249,284,576,321
ACYP1_CCDS45137.1_ex0_14:75520355-75520378:-_5-5,ACYP1,737,988,625,640
ACYP2_CCDS1850.1_ex2_2:54365773-54365796:+_5-1,ACYP2,77,117,116,62
