gRNA,Gene,Plasmid,Rep1,Rep2,Rep3
ADH7_359,ADH7,209,355,156,228
ADH7_360,ADH7,186,418,270,205
ADI1_42103,ADI1,262,469,196,364
ADI1_42104,ADI1,201,213,164,134
ADI1_42105,ADI1,326,244,480,368
ADI1_42106,ADI1,184,86,66,87
ADIG_62217,ADIG,643,606,774,546
ADIG_62218,ADIG,509,926,1271,754
ADIG_62219,ADIG,90,160,80,49
ADIG_62220,ADIG,389,528,721,518
ADIPOR1_37775,ADIPOR1,168,214,349,381
ADIPOR1_37776,ADIPOR1,579,876,1064,1023
ADIPOR1_37777,ADIPOR1,216,215,283,270
ADIPOR1_37778,ADIPOR1,217,115,166,215
ADIPOR2_49363,ADIPOR2,580,603,698,1058
ADIPOR2_49364,ADIPOR2,614,566,718,728
ADIPOR2_49365,ADIPOR2,595,657,805,599
ADIPOR2_49366,ADIPOR2,571,486,606,407
ADIRF_29727,ADIRF,206,290,408,122
ADIRF_29728,ADIRF,183,268,112,224
ADIRF_29729,ADIRF,254,391,184,322
ADIRF_29730,ADIRF,104,283,356,218
ADK_361,ADK,775,464,852,702
ADK_362,ADK,1007,1385,983,983
ADK_363,ADK,332,243,454,492
ADK_364,ADK,437,496,387,293
ADM_365,ADM,246,192,244,361
ADM_366,ADM,308,663,532,351
ADM_367,ADM,350,488,484,559
ADM_368,ADM,256,268,203,118
ADM2_50371,ADM2,1172,1149,1209,1160
ADM2_50372,ADM2,194,297,121,383
ADM2_50373,ADM2,507,879,653,640
ADM2_50374,ADM2,309,421,299,244
ADNP_32675,ADNP,470,784,544,731
ADNP_32676,ADNP,328,178,162,498
ADNP_32677,ADNP,239,422,254,601
ADNP_32678,ADNP,575,1067,892,646
ADNP2_30995,ADNP2,434,526,624,542
ADNP2_30996,ADNP2,93,152,102,120
ADNP2_30997,ADNP2,232,239,248,218
ADNP2_30998,ADNP2,353,397,447,385
ADORA2A_373,ADORA2A,538,581,741,581
ADORA2A_374,ADORA2A,345,306,443,402
ADORA2A_375,ADORA2A,262,330,525,392
ADORA2A_376,ADORA2A,267,341,191,424
ADORA2B_377,ADORA2B,591,1032,1214,1099
ADORA2B_378,ADORA2B,177,136,86,218
ADORA2B_379,ADORA2B,0,0,0,0
ADORA2B_380,ADORA2B,372,833,626,468
ADORA3_381,ADORA3,1034,1122,1236,1418
ADORA3_382,ADORA3,305,198,415,393
ADORA3_383,ADORA3,225,194,208,140
ADORA3_384,ADORA3,586,641,592,627
ADPRHL1_57029,ADPRHL1,212,421,206,371
ADPRHL1_57030,ADPRHL1,291,319,250,498
ADPRHL1_57031,ADPRHL1,409,421,483,609
ADPRHL1_57032,ADPRHL1,344,596,633,401
ADPRHL2_41055,ADPRHL2,414,380,178,514
ADPRHL2_41056,ADPRHL2,284,331,417,373
ADPRHL2_41057,ADPRHL2,280,399,163,485
ADPRHL2_41058,ADPRHL2,208,318,289,249
ADRA1B_401,ADRA1B,231,261,339,237
ADRA1B_402,ADRA1B,218,203,385,336
ADRA1B_403,ADRA1B,390,489,706,455
ADRA1B_404,ADRA1B,196,182,250,255
ADRA1D_397,ADRA1D,225,115,262,47
ADRA1D_398,ADRA1D,276,287,224,390
ADRA1D_399,ADRA1D,310,253,335,318
ADRA1D_400,ADRA1D,141,396,85,151
ADRA2B_413,ADRA2B,702,431,535,606
ADRA2B_414,ADRA2B,753,399,739,691
ADRA2B_415,ADRA2B,543,506,464,629
ADRA2B_416,ADRA2B,836,702,1087,886
ADRA2C_417,ADRA2C,395,672,516,470
ADRA2C_418,ADRA2C,133,194,112,88
ADRA2C_419,ADRA2C,187,112,256,53
ADRA2C_420,ADRA2C,442,480,655,414
ADRB3_429,ADRB3,534,426,661,544
ADRB3_430,ADRB3,220,221,278,171
ADRB3_431,ADRB3,342,470,518,737
ADRB3_432,ADRB3,423,889,727,757
ADRM1_29951,ADRM1,1024,750,945,836
ADRM1_29952,ADRM1,174,291,333,195
ADRM1_29953,ADRM1,777,523,1214,561
ADRM1_29954,ADRM1,570,436,445,417
ADSL_441,ADSL,258,144,54,70
ADSL_442,ADSL,225,193,139,73
ADSL_443,ADSL,198,0,27,41
ADSL_444,ADSL,194,22,5,0
ADSS_445,ADSS,309,233,227,425
ADSS_446,ADSS,167,291,189,230
ADSS_447,ADSS,262,87,60,53
ADSS_448,ADSS,138,152,72,166
ADSSL1_58493,ADSSL1,587,684,505,507
ADSSL1_58494,ADSSL1,578,893,896,454
ADSSL1_58495,ADSSL1,340,281,543,337
ADSSL1_58496,ADSSL1,538,485,1013,556
AEBP2_58401,AEBP2,133,125,279,301
AEBP2_58402,AEBP2,186,299,351,308
AEBP2_58403,AEBP2,193,216,326,49
AEBP2_58404,AEBP2,274,541,320,326
AES_473,AES,178,95,326,161
AES_474,AES,152,157,165,233
AES_475,AES,169,254,140,159
AES_476,AES,686,746,622,753
AFAP1_46827,AFAP1,369,407,410,258
AFAP1_46828,AFAP1,154,217,174,174
AFAP1_46829,AFAP1,115,65,168,98
AFAP1_46830,AFAP1,505,615,566,416
AFAP1L1_60233,AFAP1L1,124,59,319,57
AFAP1L1_60234,AFAP1L1,356,447,457,178
AFAP1L1_60235,AFAP1L1,271,434,312,638
AFAP1L1_60236,AFAP1L1,515,943,409,413
AFAP1L2_53891,AFAP1L2,561,406,302,514
AFAP1L2_53892,AFAP1L2,272,388,381,338
AFAP1L2_53893,AFAP1L2,345,259,204,201
AFAP1L2_53894,AFAP1L2,388,491,561,502
AFF1_11553,AFF1,610,920,711,850
AFF1_11554,AFF1,386,797,500,752
AFF1_11555,AFF1,424,561,496,575
AFF1_11556,AFF1,295,555,321,379
AFF4_35627,AFF4,464,652,475,796
AFF4_35628,AFF4,205,500,453,193
AFF4_35629,AFF4,365,379,508,563
AFF4_35630,AFF4,118,54,148,75
AFM_481,AFM,364,352,281,342
AFM_482,AFM,483,398,389,483
AFM_483,AFM,264,438,733,452
AFM_484,AFM,174,188,93,91
AFP_485,AFP,264,309,454,134
AFP_486,AFP,182,254,366,189
AFP_487,AFP,244,334,500,262
AFP_488,AFP,291,318,249,403
AFTPH_40639,AFTPH,348,337,516,521
AFTPH_40640,AFTPH,305,211,236,316
AFTPH_40641,AFTPH,238,280,128,171
AFTPH_40642,AFTPH,290,177,132,110
AGAP2_57869,AGAP2,335,164,409,279
AGAP2_57870,AGAP2,323,285,523,205
AGAP2_57871,AGAP2,498,775,705,401
AGAP2_57872,AGAP2,211,337,316,327
AGAP3_57877,AGAP3,303,447,486,358
AGAP3_57878,AGAP3,241,183,336,127
AGAP3_57879,AGAP3,330,517,724,533
AGAP3_57880,AGAP3,291,132,476,270
AGAP5_74832,AGAP5,324,318,108,174
AGAP5_74833,AGAP5,844,412,307,228
AGAP5_74834,AGAP5,326,127,337,182
AGAP5_74835,AGAP5,715,1186,1026,1480
AGBL2_50115,AGBL2,317,109,88,304
AGBL2_50116,AGBL2,410,417,617,616
AGBL2_50117,AGBL2,860,1377,1357,874
AGBL2_50118,AGBL2,365,430,727,688
AGER_497,AGER,361,367,549,582
AGER_498,AGER,580,776,1011,820
AGER_499,AGER,705,1126,1267,1190
AGER_500,AGER,257,335,301,161
AGFG1_8829,AGFG1,394,618,349,324
AGFG1_8830,AGFG1,255,358,288,218
AGFG1_8831,AGFG1,567,618,783,480
AGFG1_8832,AGFG1,140,267,110,176
AGK_43243,AGK,148,170,86,206
AGK_43244,AGK,272,164,185,153
AGK_43245,AGK,198,192,196,118
AGK_43246,AGK,196,150,67,116
AGL_501,AGL,400,373,888,416
AGL_502,AGL,443,369,602,403
AGL_503,AGL,214,95,525,159
AGL_504,AGL,471,589,828,792
AGMAT_50023,AGMAT,225,278,171,270
AGMAT_50024,AGMAT,607,998,617,591
AGMAT_50025,AGMAT,18,61,55,40
AGMAT_50026,AGMAT,409,516,725,454
AGMO_72061,AGMO,451,462,579,262
AGMO_72062,AGMO,173,90,155,106
AGMO_72063,AGMO,564,657,746,589
AGMO_72064,AGMO,245,164,84,239
AGO1_35119,AGO1,620,545,328,332
AGO1_35120,AGO1,520,558,791,517
AGO1_35121,AGO1,367,488,381,419
AGO1_35122,AGO1,170,201,138,147
AGO2_35719,AGO2,440,164,167,219
AGO2_35720,AGO2,521,406,364,382
AGO2_35721,AGO2,699,985,1005,1140
AGO2_35722,AGO2,429,122,260,242
AGO3_64341,AGO3,240,200,194,184
AGO3_64342,AGO3,257,354,159,206
AGO3_64343,AGO3,433,487,237,588
AGO3_64344,AGO3,167,162,254,346
AGPAT1_28465,AGPAT1,240,270,131,200
AGPAT1_28466,AGPAT1,324,465,431,455
AGPAT1_28467,AGPAT1,302,377,271,611
AGPAT1_28468,AGPAT1,294,263,465,296
AGPAT2_28469,AGPAT2,364,281,465,309
AGPAT2_28470,AGPAT2,174,36,173,144
AGPAT2_28471,AGPAT2,135,165,112,180
AGPAT2_28472,AGPAT2,126,214,135,27
AGPAT6_60525,AGPAT6,250,142,283,286
AGPAT6_60526,AGPAT6,319,228,395,428
AGPAT6_60527,AGPAT6,393,362,491,391
AGPAT6_60528,AGPAT6,294,402,356,246
AGPS_22253,AGPS,221,145,261,311
AGPS_22254,AGPS,361,320,278,215
AGPS_22255,AGPS,317,539,490,220
AGPS_22256,AGPS,222,206,186,328
AGTPBP1_32347,AGTPBP1,414,510,548,593
AGTPBP1_32348,AGTPBP1,297,360,411,207
AGTPBP1_32349,AGTPBP1,561,459,653,421
AGTPBP1_32350,AGTPBP1,615,872,362,838
AGTR1_517,AGTR1,281,233,230,289
AGTR1_518,AGTR1,89,155,216,191
AGTR1_519,AGTR1,161,143,206,178
AGTR1_520,AGTR1,308,268,542,538
AGTR2_521,AGTR2,820,1523,1412,1208
AGTR2_522,AGTR2,650,698,725,639
AGTR2_523,AGTR2,581,864,872,698
AGTR2_524,AGTR2,1017,904,893,1305
AGTRAP_44931,AGTRAP,200,246,137,179
AGTRAP_44932,AGTRAP,249,325,392,518
AGTRAP_44933,AGTRAP,226,201,212,193
AGTRAP_44934,AGTRAP,153,173,315,297
AGXT2_48239,AGXT2,284,243,320,235
AGXT2_48240,AGXT2,189,92,239,140
AGXT2_48241,AGXT2,224,267,276,290
AGXT2_48242,AGXT2,320,470,373,363
AHCY_537,AHCY,470,254,178,182
AHCY_538,AHCY,249,460,197,239
AHCY_539,AHCY,304,130,125,193
AHCY_540,AHCY,230,323,178,418
AHDC1_35863,AHDC1,124,370,124,11
AHDC1_35864,AHDC1,659,1012,1104,987
AHDC1_35865,AHDC1,234,430,477,375
AHDC1_35866,AHDC1,243,394,610,282
AHNAK_48747,AHNAK,263,328,272,224
AHNAK_48748,AHNAK,268,238,419,385
AHNAK_48749,AHNAK,274,344,376,510
AHNAK_48750,AHNAK,339,402,236,164
AHR_541,AHR,863,784,1050,692
AHR_542,AHR,759,519,712,578
AHR_543,AHR,803,1059,865,1016
AHR_544,AHR,814,585,801,499
AHRR_45615,AHRR,354,404,327,306
AHRR_45616,AHRR,310,214,227,266
AHRR_45617,AHRR,600,600,879,531
AHRR_45618,AHRR,409,666,447,489
AHSA1_28617,AHSA1,733,772,786,725
AHSA1_28618,AHSA1,226,108,83,290
AHSA1_28619,AHSA1,641,833,557,582
AHSA1_28620,AHSA1,574,490,395,390
AHSG_545,AHSG,357,587,310,283
AHSG_546,AHSG,277,315,207,293
AHSG_547,AHSG,281,389,299,365
AHSG_548,AHSG,239,231,143,86
AICDA_45387,AICDA,604,988,1083,1104
AICDA_45388,AICDA,380,558,680,445
AICDA_45389,AICDA,0,0,0,0
AICDA_45390,AICDA,376,530,609,567
AIF1L_52203,AIF1L,390,412,226,437
AIF1L_52204,AIF1L,210,243,291,248
AIF1L_52205,AIF1L,243,305,247,218
AIF1L_52206,AIF1L,183,249,180,125
AIFM1_23961,AIFM1,381,50,65,21
AIFM1_23962,AIFM1,359,175,179,117
AIFM1_23963,AIFM1,376,429,221,182
AIFM1_23964,AIFM1,314,68,176,30
AIFM3_62273,AIFM3,631,793,1021,614
AIFM3_62274,AIFM3,524,720,368,496
AIFM3_62275,AIFM3,404,458,510,352
AIFM3_62276,AIFM3,645,655,515,684
AIG1_38679,AIG1,262,445,369,396
AIG1_38680,AIG1,256,150,119,111
AIG1_38681,AIG1,487,411,389,770
AIG1_38682,AIG1,295,419,440,215
AIM1_553,AIM1,336,493,258,254
AIM1_554,AIM1,382,454,513,493
AIM1_555,AIM1,239,364,279,359
AIM1_556,AIM1,387,768,521,378
AIMP1_24321,AIMP1,305,250,156,235
AIMP1_24322,AIMP1,870,1358,1287,1139
AIMP1_24323,AIMP1,184,161,218,122
AIMP1_24324,AIMP1,169,310,221,394
AIMP2_21121,AIMP2,183,210,75,395
AIMP2_21122,AIMP2,307,27,80,45
AIMP2_21123,AIMP2,152,201,267,216
AIMP2_21124,AIMP2,299,487,365,350
AIRE_905,AIRE,235,161,240,172
AIRE_906,AIRE,533,788,987,822
AIRE_907,AIRE,255,272,428,390
AIRE_908,AIRE,0,0,0,0
AJUBA_54627,AJUBA,540,642,593,562
AJUBA_54628,AJUBA,424,490,502,409
AJUBA_54629,AJUBA,409,745,1175,742
AJUBA_54630,AJUBA,370,631,385,351
AK2_561,AK2,300,400,264,211
AK2_562,AK2,1051,1261,982,842
AK2_563,AK2,438,411,582,377
AK2_564,AK2,747,763,1681,1053
AK5_34959,AK5,251,270,197,320
AK5_34960,AK5,288,268,519,309
AK5_34961,AK5,126,94,224,215
AK5_34962,AK5,384,357,369,431
AK6_76394,AK6,138,180,155,57
AK6_76395,AK6,474,393,373,285
AK6_76396,AK6,253,131,109,61
AK6_76397,AK6,167,118,93,177
AK7_58469,AK7,363,379,425,298
AK7_58470,AK7,376,697,245,742
AK7_58471,AK7,292,520,594,341
AK7_58472,AK7,163,408,287,420
AK9_65733,AK9,803,1343,1059,1004
AK9_65734,AK9,449,503,572,539
AK9_65735,AK9,734,874,825,747
AK9_65736,AK9,468,708,479,643
AKAP1_21349,AKAP1,453,268,259,328
AKAP1_21350,AKAP1,199,278,130,90
AKAP1_21351,AKAP1,390,386,389,357
AKAP1_21352,AKAP1,291,470,205,383
AKAP11_30487,AKAP11,240,110,350,134
AKAP11_30488,AKAP11,206,146,99,291
AKAP11_30489,AKAP11,195,245,229,149
AKAP11_30490,AKAP11,242,330,231,251
AKAP12_25313,AKAP12,198,381,261,242
AKAP12_25314,AKAP12,308,310,398,453
AKAP12_25315,AKAP12,254,175,148,279
AKAP12_25316,AKAP12,223,225,400,227
AKAP14_63221,AKAP14,529,508,532,596
AKAP14_63222,AKAP14,481,517,267,491
AKAP14_63223,AKAP14,780,714,698,804
AKAP14_63224,AKAP14,628,707,678,655
AKAP17A_21441,AKAP17A,880,1565,1212,1303
AKAP17A_21442,AKAP17A,628,795,624,757
AKAP17A_21443,AKAP17A,943,1112,897,908
AKAP17A_21444,AKAP17A,858,964,1070,1224
AKAP2_30495,AKAP2,457,778,329,462
AKAP2_30496,AKAP2,315,490,683,175
AKAP2_30497,AKAP2,340,579,734,501
AKAP2_30498,AKAP2,373,337,524,294
AKAP3_28513,AKAP3,379,491,346,581
AKAP3_28514,AKAP3,277,286,134,419
AKAP3_28515,AKAP3,255,313,434,232
AKAP3_28516,AKAP3,171,133,128,176
AKAP6_24937,AKAP6,1144,1585,1579,1130
AKAP6_24938,AKAP6,595,513,724,576
AKAP6_24939,AKAP6,874,952,1077,885
AKAP6_24940,AKAP6,576,427,817,779
AKIRIN2_41635,AKIRIN2,225,41,58,21
AKIRIN2_41636,AKIRIN2,175,24,52,52
AKIRIN2_41637,AKIRIN2,187,199,128,65
AKIRIN2_41638,AKIRIN2,176,143,63,40
AKNA_51235,AKNA,207,302,169,280
AKNA_51236,AKNA,273,471,204,301
AKNA_51237,AKNA,248,200,211,136
AKNA_51238,AKNA,208,493,544,398
AKR1B1_653,AKR1B1,233,192,481,176
AKR1B1_654,AKR1B1,190,193,214,126
AKR1B1_655,AKR1B1,514,671,696,384
AKR1B1_656,AKR1B1,314,318,279,209
AKR1B15_73093,AKR1B15,741,934,645,1263
AKR1B15_73094,AKR1B15,735,813,928,871
AKR1B15_73095,AKR1B15,738,1169,962,924
AKR1B15_73096,AKR1B15,655,587,647,641
AKR1C4_3137,AKR1C4,444,487,403,414
AKR1C4_3138,AKR1C4,605,743,314,656
AKR1C4_3139,AKR1C4,443,772,742,637
AKR1C4_3140,AKR1C4,450,569,448,768
AKR1D1_18173,AKR1D1,445,363,340,567
AKR1D1_18174,AKR1D1,875,791,1137,793
AKR1D1_18175,AKR1D1,581,582,788,773
AKR1D1_18176,AKR1D1,630,646,417,449
AKR7A3_31343,AKR7A3,819,1333,2064,1460
AKR7A3_31344,AKR7A3,719,1022,1133,779
AKR7A3_31345,AKR7A3,757,803,870,611
AKR7A3_31346,AKR7A3,535,1359,1002,842
AKT1_569,AKT1,522,471,639,723
AKT1_570,AKT1,559,471,368,479
AKT1_571,AKT1,470,609,564,407
AKT1_572,AKT1,424,321,225,278
AKT1S1_53523,AKT1S1,168,242,286,295
AKT1S1_53524,AKT1S1,180,76,243,311
AKT1S1_53525,AKT1S1,228,82,223,205
AKT1S1_53526,AKT1S1,277,375,266,276
ALAS1_581,ALAS1,536,512,614,697
ALAS1_582,ALAS1,691,1558,1559,927
ALAS1_583,ALAS1,746,725,675,745
ALAS1_584,ALAS1,454,342,625,614
ALAS2_585,ALAS2,325,345,508,443
ALAS2_586,ALAS2,372,327,475,643
ALAS2_587,ALAS2,525,815,890,428
ALAS2_588,ALAS2,380,450,262,517
ALDH16A1_59049,ALDH16A1,196,200,212,105
ALDH16A1_59050,ALDH16A1,189,136,313,173
ALDH16A1_59051,ALDH16A1,756,431,501,444
ALDH16A1_59052,ALDH16A1,845,837,663,537
ALDH1A1_601,ALDH1A1,781,755,979,790
ALDH1A1_602,ALDH1A1,691,1128,994,954
ALDH1A1_603,ALDH1A1,561,987,1036,521
ALDH1A1_604,ALDH1A1,351,294,500,399
ALDH1A2_23205,ALDH1A2,345,279,351,505
ALDH1A2_23206,ALDH1A2,378,478,572,556
ALDH1A2_23207,ALDH1A2,333,497,320,350
ALDH1A2_23208,ALDH1A2,601,473,354,486
ALDH1A3_617,ALDH1A3,466,1171,842,951
ALDH1A3_618,ALDH1A3,276,481,256,390
ALDH1A3_619,ALDH1A3,309,557,426,415
ALDH1A3_620,ALDH1A3,227,161,399,245
ALDH1B1_613,ALDH1B1,359,375,441,566
ALDH1B1_614,ALDH1B1,373,752,567,522
ALDH1B1_615,ALDH1B1,562,1295,1352,862
ALDH1B1_616,ALDH1B1,282,655,420,604
ALDH1L1_29287,ALDH1L1,270,232,252,275
ALDH1L1_29288,ALDH1L1,191,208,325,237
ALDH1L1_29289,ALDH1L1,262,288,208,274
ALDH1L1_29290,ALDH1L1,204,275,443,382
ALDH1L2_63341,ALDH1L2,394,505,476,353
ALDH1L2_63342,ALDH1L2,117,132,175,106
ALDH1L2_63343,ALDH1L2,542,483,638,616
ALDH1L2_63344,ALDH1L2,447,525,613,410
ALDH2_605,ALDH2,1011,1264,1126,1118
ALDH2_606,ALDH2,1088,1531,1611,1025
ALDH2_607,ALDH2,609,966,1060,929
ALDH2_608,ALDH2,850,1554,1430,1056
ALDH3A1_609,ALDH3A1,423,414,387,508
ALDH3A1_610,ALDH3A1,303,615,444,333
ALDH3A1_611,ALDH3A1,395,648,438,457
ALDH3A1_612,ALDH3A1,443,206,183,259
ALDH3A2_633,ALDH3A2,218,323,216,308
ALDH3A2_634,ALDH3A2,0,0,0,0
ALDH3A2_635,ALDH3A2,379,647,287,483
ALDH3A2_636,ALDH3A2,868,921,885,1038
ALDH3B2_625,ALDH3B2,866,1467,1370,1029
ALDH3B2_626,ALDH3B2,738,493,814,560
ALDH3B2_627,ALDH3B2,421,484,400,478
ALDH3B2_628,ALDH3B2,552,428,699,763
ALDH4A1_22589,ALDH4A1,548,427,925,443
ALDH4A1_22590,ALDH4A1,608,1081,868,743
ALDH4A1_22591,ALDH4A1,195,185,248,263
ALDH4A1_22592,ALDH4A1,292,305,172,223
ALDH7A1_1405,ALDH7A1,363,454,390,484
ALDH7A1_1406,ALDH7A1,307,331,97,122
ALDH7A1_1407,ALDH7A1,476,502,352,337
ALDH7A1_1408,ALDH7A1,235,165,224,190
ALDH9A1_629,ALDH9A1,408,439,318,278
ALDH9A1_630,ALDH9A1,477,588,450,508
ALDH9A1_631,ALDH9A1,557,431,490,519
ALDH9A1_632,ALDH9A1,238,290,268,310
ALDOB_645,ALDOB,524,644,366,341
ALDOB_646,ALDOB,300,218,371,381
ALDOB_647,ALDOB,494,437,654,390
ALDOB_648,ALDOB,227,470,170,319
ALDOC_649,ALDOC,613,566,260,241
ALDOC_650,ALDOC,823,1005,1021,835
ALDOC_651,ALDOC,463,425,382,323
ALDOC_652,ALDOC,770,732,449,216
ALG10B_61297,ALG10B,553,215,116,197
ALG10B_61298,ALG10B,181,249,343,347
ALG10B_61299,ALG10B,464,597,436,547
ALG10B_61300,ALG10B,513,445,355,280
ALG11_72885,ALG11,316,89,13,14
ALG11_72886,ALG11,193,7,2,8
ALG11_72887,ALG11,139,8,94,142
ALG11_72888,ALG11,415,161,231,104
ALG12_48903,ALG12,345,435,295,351
ALG12_48904,ALG12,409,437,619,560
ALG12_48905,ALG12,349,336,558,427
ALG12_48906,ALG12,148,68,26,180
ALG13_50199,ALG13,240,14,8,11
ALG13_50200,ALG13,683,101,71,134
ALG13_50201,ALG13,196,17,25,33
ALG13_50202,ALG13,247,158,365,268
ALG1L_64761,ALG1L,204,143,98,255
ALG1L_64762,ALG1L,321,360,401,217
ALG1L_64763,ALG1L,233,240,254,84
ALG1L_64764,ALG1L,413,477,276,416
ALG2_54839,ALG2,722,42,111,68
ALG2_54840,ALG2,327,52,11,22
ALG2_54841,ALG2,170,0,0,2
ALG2_54842,ALG2,9,0,0,0
ALG5_36679,ALG5,750,924,814,662
ALG5_36680,ALG5,484,182,202,259
ALG5_36681,ALG5,714,374,457,354
ALG5_36682,ALG5,773,570,490,617
ALG8_48811,ALG8,537,307,283,302
ALG8_48812,ALG8,214,278,583,308
ALG8_48813,ALG8,245,290,288,358
ALG8_48814,ALG8,237,195,262,180
ALK_657,ALK,448,315,490,624
ALK_658,ALK,173,456,158,169
ALK_659,ALK,516,858,664,457
ALK_660,ALK,132,80,209,137
ALKBH1_23181,ALKBH1,310,433,145,204
ALKBH1_23182,ALKBH1,287,399,722,303
ALKBH1_23183,ALKBH1,327,105,188,148
ALKBH1_23184,ALKBH1,330,386,644,318
ALKBH2_58421,ALKBH2,755,1099,1050,824
ALKBH2_58422,ALKBH2,524,805,579,787
ALKBH2_58423,ALKBH2,561,781,600,897
ALKBH2_58424,ALKBH2,684,1090,565,827
ALKBH3_65697,ALKBH3,313,311,219,515
ALKBH3_65698,ALKBH3,113,51,161,250
ALKBH3_65699,ALKBH3,233,524,413,356
ALKBH3_65700,ALKBH3,266,277,259,436
ALKBH4_40559,ALKBH4,941,1372,1167,1372
ALKBH4_40560,ALKBH4,875,1245,1016,1199
ALKBH4_40561,ALKBH4,1051,1905,1632,1749
ALKBH4_40562,ALKBH4,551,612,874,450
ALKBH5_40907,ALKBH5,309,260,465,361
ALKBH5_40908,ALKBH5,201,295,282,357
ALKBH5_40909,ALKBH5,204,168,102,79
ALKBH5_40910,ALKBH5,250,233,299,217
ALKBH6_54631,ALKBH6,572,352,671,498
ALKBH6_54632,ALKBH6,390,752,470,527
ALKBH6_54633,ALKBH6,386,351,259,403
ALKBH6_54634,ALKBH6,505,678,693,718
ALKBH7_53275,ALKBH7,133,51,29,73
ALKBH7_53276,ALKBH7,311,281,250,231
ALKBH7_53277,ALKBH7,186,98,218,134
ALKBH7_53278,ALKBH7,172,191,153,158
ALKBH8_56009,ALKBH8,412,492,399,467
ALKBH8_56010,ALKBH8,816,991,840,1151
ALKBH8_56011,ALKBH8,244,178,127,135
ALKBH8_56012,ALKBH8,330,383,481,315
ALOX5_665,ALOX5,458,244,513,406
ALOX5_666,ALOX5,328,307,543,562
ALOX5_667,ALOX5,341,280,239,344
ALOX5_668,ALOX5,387,326,319,229
ALOX5AP_669,ALOX5AP,762,1108,1009,1005
ALOX5AP_670,ALOX5AP,946,1226,1040,1009
ALOX5AP_671,ALOX5AP,572,739,972,860
ALOX5AP_672,ALOX5AP,790,824,1603,939
ALPP_693,ALPP,659,896,1003,778
ALPP_694,ALPP,222,416,366,272
ALPP_695,ALPP,916,1417,1141,1147
ALPP_696,ALPP,978,1179,1184,1079
ALX1_21285,ALX1,352,287,205,424
ALX1_21286,ALX1,428,529,606,587
ALX1_21287,ALX1,666,564,636,404
ALX1_21288,ALX1,77,144,97,174
ALX4_46947,ALX4,211,205,178,188
ALX4_46948,ALX4,245,357,516,381
ALX4_46949,ALX4,311,378,267,432
ALX4_46950,ALX4,334,447,365,384
ALYREF_27289,ALYREF,32,51,8,27
ALYREF_27290,ALYREF,166,159,147,116
ALYREF_27291,ALYREF,786,181,306,292
ALYREF_27292,ALYREF,968,84,155,106
AMBN_705,AMBN,641,773,617,537
AMBN_706,AMBN,593,780,843,859
AMBN_707,AMBN,533,387,290,316
AMBN_708,AMBN,542,360,323,330
AMBP_709,AMBP,283,309,398,329
AMBP_710,AMBP,212,198,365,135
AMBP_711,AMBP,132,310,270,306
AMBP_712,AMBP,319,342,499,294
AMDHD1_61285,AMDHD1,969,1407,1330,1002
AMDHD1_61286,AMDHD1,651,948,644,1068
AMDHD1_61287,AMDHD1,689,658,1004,880
AMDHD1_61288,AMDHD1,132,77,78,171
AMDHD2_37503,AMDHD2,477,585,356,462
AMDHD2_37504,AMDHD2,633,438,800,397
AMDHD2_37505,AMDHD2,307,310,312,185
AMDHD2_37506,AMDHD2,466,364,512,537
AMELY_721,AMELY,339,405,373,362
AMELY_722,AMELY,638,699,621,386
AMELY_723,AMELY,362,422,423,654
AMELY_724,AMELY,230,669,549,447
AMER3_65157,AMER3,852,1040,850,1024
AMER3_65158,AMER3,186,204,212,283
AMER3_65159,AMER3,373,239,489,331
AMER3_65160,AMER3,222,371,327,262
AMFR_725,AMFR,1024,1116,946,1023
AMFR_726,AMFR,786,994,1000,847
AMFR_727,AMFR,631,377,413,520
AMFR_728,AMFR,523,779,305,744
AMH_729,AMH,458,460,624,720
AMH_730,AMH,448,873,862,498
AMH_731,AMH,593,714,767,502
AMH_732,AMH,394,300,232,406
AMHR2_733,AMHR2,372,372,820,275
AMHR2_734,AMHR2,364,452,477,401
AMHR2_735,AMHR2,424,477,611,352
AMHR2_736,AMHR2,370,528,650,751
AMIGO1_45519,AMIGO1,427,519,535,415
AMIGO1_45520,AMIGO1,233,631,171,221
AMIGO1_45521,AMIGO1,428,271,323,264
AMIGO1_45522,AMIGO1,513,411,482,448
AMIGO2_69901,AMIGO2,267,323,277,175
AMIGO2_69902,AMIGO2,999,743,512,603
AMIGO2_69903,AMIGO2,378,351,342,294
AMIGO2_69904,AMIGO2,464,798,671,536
AMMECR1_26537,AMMECR1,415,462,597,631
AMMECR1_26538,AMMECR1,290,592,623,365
AMMECR1_26539,AMMECR1,236,307,276,162
AMMECR1_26540,AMMECR1,183,359,352,290
AMN1_64401,AMN1,862,1027,1046,1179
AMN1_64402,AMN1,414,569,552,664
AMN1_64403,AMN1,439,346,360,713
AMN1_64404,AMN1,276,230,390,489
AMPD1_737,AMPD1,443,577,274,497
AMPD1_738,AMPD1,138,174,180,175
AMPD1_739,AMPD1,96,81,34,150
AMPD1_740,AMPD1,198,198,126,201
AMPD3_745,AMPD3,534,786,670,641
AMPD3_746,AMPD3,602,1181,891,822
AMPD3_747,AMPD3,266,378,384,392
AMPD3_748,AMPD3,282,167,397,166
AMT_757,AMT,679,656,549,590
AMT_758,AMT,772,1257,990,828
AMT_759,AMT,258,318,385,197
